"time" "name" "value" "sigma" "condition" "experiment" "epo_level" "ActD" "CISoe" "SOCS3oe" "SHP1oe"
120 "SOCS3_au" 1 NA "cisoe_0" "cisoe" 1.25e-07 0 0 0 0
0 "CIS_au" 1 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
10 "CIS_au" 0.702752293577981 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
60 "CIS_au" 0.744954128440367 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
120 "CIS_au" 0.660550458715597 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
0 "pEpoR_au" 0.0320184049079753 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
10 "pEpoR_au" 0.227846625766871 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
60 "pEpoR_au" 0.186533742331288 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
120 "pEpoR_au" 0.20521472392638 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
0 "pJAK2_au" 0.0178095238095238 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
10 "pJAK2_au" 0.835978835978835 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
60 "pJAK2_au" 0.307671957671958 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
120 "pJAK2_au" 0.268365079365079 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
0 "pSTAT5_au" 0.062931034482759 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
10 "pSTAT5_au" 0.352586206896551 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
60 "pSTAT5_au" 0.411206896551724 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
120 "pSTAT5_au" 0.534482758620689 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
0 "SOCS3_au" 0.325699745547074 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
10 "SOCS3_au" 0.192880407124682 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
60 "SOCS3_au" 0.55470737913486 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
120 "SOCS3_au" 0.516478371501272 NA "cisoe_1" "cisoe" 1.25e-07 0 1 0 0
0 "pEpoR_au" 0.128892455858748 NA "cisoe_pepor_0" "cisoe_pepor" 1.25e-07 0 0 0 0
5 "pEpoR_au" 1 NA "cisoe_pepor_0" "cisoe_pepor" 1.25e-07 0 0 0 0
10 "pEpoR_au" 0.884430176565007 NA "cisoe_pepor_0" "cisoe_pepor" 1.25e-07 0 0 0 0
60 "pEpoR_au" 0.314606741573033 NA "cisoe_pepor_0" "cisoe_pepor" 1.25e-07 0 0 0 0
120 "pEpoR_au" 0.211878009630818 NA "cisoe_pepor_0" "cisoe_pepor" 1.25e-07 0 0 0 0
0 "pEpoR_au" 0.115088282504013 NA "cisoe_pepor_1" "cisoe_pepor" 1.25e-07 0 1 0 0
5 "pEpoR_au" 0.329052969502408 NA "cisoe_pepor_1" "cisoe_pepor" 1.25e-07 0 1 0 0
10 "pEpoR_au" 0.266452648475121 NA "cisoe_pepor_1" "cisoe_pepor" 1.25e-07 0 1 0 0
60 "pEpoR_au" 0.231139646869984 NA "cisoe_pepor_1" "cisoe_pepor" 1.25e-07 0 1 0 0
120 "pEpoR_au" 0.176565008025682 NA "cisoe_pepor_1" "cisoe_pepor" 1.25e-07 0 1 0 0
0 "CIS_au" 0.179174242424242 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
10 "CIS_au" 0.136151515151515 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
60 "CIS_au" 1 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
120 "CIS_au" 0.969696969696969 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
0 "pEpoR_au" 0.0462897526501762 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
10 "pEpoR_au" 1 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
60 "pEpoR_au" 0.363957597173145 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
120 "pEpoR_au" 0.367491166077738 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
0 "pJAK2_au" 0.0748251748251752 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
10 "pJAK2_au" 1 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
60 "pJAK2_au" 0.237762237762238 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
120 "pJAK2_au" 0.265734265734265 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
0 "pSTAT5_au" 0.00550358744394624 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
10 "pSTAT5_au" 1 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
60 "pSTAT5_au" 0.342301943198804 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
120 "pSTAT5_au" 0.333333333333334 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
0 "SOCS3_au" 0.0278112449799197 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
10 "SOCS3_au" 0.0234939759036142 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
60 "SOCS3_au" 0.083935742971888 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
120 "SOCS3_au" 0.101606425702811 NA "socs3oe_0" "socs3oe" 1.25e-07 0 0 0 0
0 "CIS_au" 0.0694242424242424 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
10 "CIS_au" 0.0782500000000007 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
60 "CIS_au" 0.0789621212121207 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
120 "CIS_au" 0.0565757575757575 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
0 "pEpoR_au" 0.0632508833922257 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
10 "pEpoR_au" 0.897526501766785 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
60 "pEpoR_au" 0.137809187279152 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
120 "pEpoR_au" 0.124381625441696 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
0 "pJAK2_au" 0.0862470862470861 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
10 "pJAK2_au" 0.447552447552447 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
60 "pJAK2_au" 0.0606060606060601 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
120 "pJAK2_au" 0.0440559440559441 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
0 "pSTAT5_au" 0.0147421524663676 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
10 "pSTAT5_au" 0.0282511210762331 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
60 "pSTAT5_au" 0.00742466367713012 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
120 "pSTAT5_au" 0.00160986547085202 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
0 "SOCS3_au" 1 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
10 "SOCS3_au" 0.886546184738956 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
60 "SOCS3_au" 0.802208835341366 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
120 "SOCS3_au" 0.678714859437751 NA "socs3oe_1" "socs3oe" 1.25e-07 0 0 1 0
0 "CIS_au" 0.0717935222672058 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
5 "CIS_au" 0.0622874493927123 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
10 "CIS_au" 0.0728623481781374 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
30 "CIS_au" 0.134230769230769 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
60 "CIS_au" 1 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
0 "pEpoR_au" 0.0352216748768475 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
5 "pEpoR_au" 1 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
10 "pEpoR_au" 0.517241379310345 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
30 "pEpoR_au" 0.317733990147783 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
60 "pEpoR_au" 0.144088669950739 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
0 "pJAK2_au" 0.0192829268292685 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
5 "pJAK2_au" 1 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
10 "pJAK2_au" 0.991869918699186 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
30 "pJAK2_au" 0.5130081300813 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
60 "pJAK2_au" 0.30650406504065 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
0 "pSTAT5_au" 0.0612012269938657 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
5 "pSTAT5_au" 0.760736196319018 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
10 "pSTAT5_au" 1 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
30 "pSTAT5_au" 0.474846625766871 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
60 "pSTAT5_au" 0.342331288343558 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
0 "tSHP1_au" 0.166346153846154 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
5 "tSHP1_au" 0.183653846153846 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
10 "tSHP1_au" 0.285576923076923 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
30 "tSHP1_au" 0.300961538461538 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
60 "tSHP1_au" 0.201923076923077 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
0 "tSTAT5_au" 0.495370370370371 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
5 "tSTAT5_au" 0.583333333333333 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
10 "tSTAT5_au" 0.59537037037037 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
30 "tSTAT5_au" 0.576851851851852 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
60 "tSTAT5_au" 0.425925925925925 NA "shp1oe_0" "shp1oe" 1.25e-07 0 0 0 0
0 "CIS_au" 0.051125506072874 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
5 "CIS_au" 0.0430769230769227 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
10 "CIS_au" 0.0461093117408907 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
30 "CIS_au" 0.157736842105263 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
60 "CIS_au" 0.748987854251012 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
0 "pEpoR_au" 0.0246305418719214 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
5 "pEpoR_au" 0.423645320197044 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
10 "pEpoR_au" 0.435960591133006 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
30 "pEpoR_au" 0.160837438423645 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
60 "pEpoR_au" 0.0753694581280795 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
0 "pJAK2_au" 0.0373983739837402 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
5 "pJAK2_au" 0.983739837398374 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
10 "pJAK2_au" 0.926829268292684 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
30 "pJAK2_au" 0.33739837398374 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
60 "pJAK2_au" 0.121138211382114 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
0 "pSTAT5_au" 0.0500711656441713 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
5 "pSTAT5_au" 0.473006134969325 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
10 "pSTAT5_au" 0.580981595092025 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
30 "pSTAT5_au" 0.420245398773006 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
60 "pSTAT5_au" 0.236196319018405 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
0 "tSHP1_au" 0.8125 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
5 "tSHP1_au" 0.870192307692308 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
10 "tSHP1_au" 1 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
30 "tSHP1_au" 0.913461538461538 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
60 "tSHP1_au" 0.815384615384614 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
0 "tSTAT5_au" 1 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
5 "tSTAT5_au" 0.688888888888889 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
10 "tSTAT5_au" 0.753703703703703 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
30 "tSTAT5_au" 0.781481481481481 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
60 "tSTAT5_au" 0.623148148148148 NA "shp1oe_1" "shp1oe" 1.25e-07 0 0 0 1
7 "pEpoR_au" 1 NA "dr7_1000" "dr7" 2.5e-05 0 0 0 0
7 "pEpoR_au" 0.671782762691853 NA "dr7_1000" "dr7" 2.5e-05 0 0 0 0
7 "pEpoR_au" 0.916174734356551 NA "dr7_1000" "dr7" 2.5e-05 0 0 0 0
7 "pJAK2_au" 0.501845018450185 NA "dr7_1000" "dr7" 2.5e-05 0 0 0 0
7 "pJAK2_au" 0.760147601476015 NA "dr7_1000" "dr7" 2.5e-05 0 0 0 0
7 "pJAK2_au" 0.826568265682657 NA "dr7_1000" "dr7" 2.5e-05 0 0 0 0
7 "pEpoR_au" 0.659976387249114 NA "dr7_100" "dr7" 2.5e-06 0 0 0 0
7 "pEpoR_au" 0.785123966942149 NA "dr7_100" "dr7" 2.5e-06 0 0 0 0
7 "pEpoR_au" 0.695395513577332 NA "dr7_100" "dr7" 2.5e-06 0 0 0 0
7 "pJAK2_au" 0.564575645756457 NA "dr7_100" "dr7" 2.5e-06 0 0 0 0
7 "pJAK2_au" 0.797047970479704 NA "dr7_100" "dr7" 2.5e-06 0 0 0 0
7 "pJAK2_au" 1 NA "dr7_100" "dr7" 2.5e-06 0 0 0 0
7 "pEpoR_au" 0.599763872491145 NA "dr7_10" "dr7" 2.5e-07 0 0 0 0
7 "pEpoR_au" 0.80637544273908 NA "dr7_10" "dr7" 2.5e-07 0 0 0 0
7 "pEpoR_au" 0.33530106257379 NA "dr7_10" "dr7" 2.5e-07 0 0 0 0
7 "pJAK2_au" 0.453874538745387 NA "dr7_10" "dr7" 2.5e-07 0 0 0 0
7 "pJAK2_au" 0.59040590405904 NA "dr7_10" "dr7" 2.5e-07 0 0 0 0
7 "pJAK2_au" 0.730627306273062 NA "dr7_10" "dr7" 2.5e-07 0 0 0 0
7 "pEpoR_au" 0.131050767414404 NA "dr7_1" "dr7" 2.5e-08 0 0 0 0
7 "pEpoR_au" 0.270365997638725 NA "dr7_1" "dr7" 2.5e-08 0 0 0 0
7 "pEpoR_au" 0.179456906729634 NA "dr7_1" "dr7" 2.5e-08 0 0 0 0
7 "pJAK2_au" 0.154243542435425 NA "dr7_1" "dr7" 2.5e-08 0 0 0 0
7 "pJAK2_au" 0.165313653136531 NA "dr7_1" "dr7" 2.5e-08 0 0 0 0
7 "pJAK2_au" 0.225461254612546 NA "dr7_1" "dr7" 2.5e-08 0 0 0 0
7 "pEpoR_au" 0.0521841794569073 NA "dr7_0.1" "dr7" 2.5e-09 0 0 0 0
7 "pEpoR_au" 0.0400236127508859 NA "dr7_0.1" "dr7" 2.5e-09 0 0 0 0
7 "pEpoR_au" 0.0368358913813463 NA "dr7_0.1" "dr7" 2.5e-09 0 0 0 0
7 "pJAK2_au" 0.0405904059040591 NA "dr7_0.1" "dr7" 2.5e-09 0 0 0 0
7 "pJAK2_au" 0.0453874538745385 NA "dr7_0.1" "dr7" 2.5e-09 0 0 0 0
7 "pJAK2_au" 0.0804428044280444 NA "dr7_0.1" "dr7" 2.5e-09 0 0 0 0
30 "pEpoR_au" 0.744186046511627 NA "dr30_50" "dr30" 1.25e-06 0 0 0 0
30 "pEpoR_au" 0.471760797342193 NA "dr30_50" "dr30" 1.25e-06 0 0 0 0
30 "pEpoR_au" 0.787375415282393 NA "dr30_50" "dr30" 1.25e-06 0 0 0 0
30 "pJAK2_au" 0.827988338192419 NA "dr30_50" "dr30" 1.25e-06 0 0 0 0
30 "pJAK2_au" 0.758017492711371 NA "dr30_50" "dr30" 1.25e-06 0 0 0 0
30 "pJAK2_au" 0.548104956268221 NA "dr30_50" "dr30" 1.25e-06 0 0 0 0
30 "pEpoR_au" 0.6578073089701 NA "dr30_5" "dr30" 1.25e-07 0 0 0 0
30 "pEpoR_au" 0.697674418604651 NA "dr30_5" "dr30" 1.25e-07 0 0 0 0
30 "pEpoR_au" 0.740863787375415 NA "dr30_5" "dr30" 1.25e-07 0 0 0 0
30 "pJAK2_au" 0.769679300291546 NA "dr30_5" "dr30" 1.25e-07 0 0 0 0
30 "pJAK2_au" 0.667638483965014 NA "dr30_5" "dr30" 1.25e-07 0 0 0 0
30 "pJAK2_au" 0.673469387755102 NA "dr30_5" "dr30" 1.25e-07 0 0 0 0
30 "pEpoR_au" 0.717607973421928 NA "dr30_100" "dr30" 2.5e-06 0 0 0 0
30 "pEpoR_au" 0.687707641196013 NA "dr30_100" "dr30" 2.5e-06 0 0 0 0
30 "pEpoR_au" 0.717607973421928 NA "dr30_100" "dr30" 2.5e-06 0 0 0 0
30 "pJAK2_au" 1 NA "dr30_100" "dr30" 2.5e-06 0 0 0 0
30 "pJAK2_au" 0.787172011661808 NA "dr30_100" "dr30" 2.5e-06 0 0 0 0
30 "pJAK2_au" 0.755102040816326 NA "dr30_100" "dr30" 2.5e-06 0 0 0 0
30 "pEpoR_au" 0.60797342192691 NA "dr30_10" "dr30" 2.5e-07 0 0 0 0
30 "pEpoR_au" 0.6578073089701 NA "dr30_10" "dr30" 2.5e-07 0 0 0 0
30 "pEpoR_au" 1 NA "dr30_10" "dr30" 2.5e-07 0 0 0 0
30 "pJAK2_au" 0.72594752186589 NA "dr30_10" "dr30" 2.5e-07 0 0 0 0
30 "pJAK2_au" 0.650145772594752 NA "dr30_10" "dr30" 2.5e-07 0 0 0 0
30 "pJAK2_au" 0.626822157434403 NA "dr30_10" "dr30" 2.5e-07 0 0 0 0
30 "pEpoR_au" 0.3421926910299 NA "dr30_1" "dr30" 2.5e-08 0 0 0 0
30 "pEpoR_au" 0.48172757475083 NA "dr30_1" "dr30" 2.5e-08 0 0 0 0
30 "pEpoR_au" 0.634551495016611 NA "dr30_1" "dr30" 2.5e-08 0 0 0 0
30 "pJAK2_au" 0.381924198250729 NA "dr30_1" "dr30" 2.5e-08 0 0 0 0
30 "pJAK2_au" 0.235276967930029 NA "dr30_1" "dr30" 2.5e-08 0 0 0 0
30 "pJAK2_au" 0.228279883381924 NA "dr30_1" "dr30" 2.5e-08 0 0 0 0
30 "pEpoR_au" 0.121262458471761 NA "dr30_0.1" "dr30" 2.5e-09 0 0 0 0
30 "pEpoR_au" 0.103322259136213 NA "dr30_0.1" "dr30" 2.5e-09 0 0 0 0
30 "pEpoR_au" 0.246511627906977 NA "dr30_0.1" "dr30" 2.5e-09 0 0 0 0
30 "pJAK2_au" 0.0906705539358607 NA "dr30_0.1" "dr30" 2.5e-09 0 0 0 0
30 "pJAK2_au" 0.0696793002915456 NA "dr30_0.1" "dr30" 2.5e-09 0 0 0 0
30 "pJAK2_au" 0.108746355685131 NA "dr30_0.1" "dr30" 2.5e-09 0 0 0 0
10 "pSTAT5_au" 0.647444298820445 NA "dr10_5" "dr10" 1.25e-07 0 0 0 0
10 "pSTAT5_au" 0.596330275229358 NA "dr10_5" "dr10" 1.25e-07 0 0 0 0
10 "pSTAT5_au" 0.711664482306683 NA "dr10_5" "dr10" 1.25e-07 0 0 0 0
10 "pSTAT5_au" 0.204456094364351 NA "dr10_0.5" "dr10" 1.25e-08 0 0 0 0
10 "pSTAT5_au" 0.063669724770642 NA "dr10_0.5" "dr10" 1.25e-08 0 0 0 0
10 "pSTAT5_au" 0.130129750982962 NA "dr10_0.5" "dr10" 1.25e-08 0 0 0 0
10 "pSTAT5_au" 0.845347313237221 NA "dr10_100" "dr10" 2.5e-06 0 0 0 0
10 "pSTAT5_au" 0.699868938401049 NA "dr10_100" "dr10" 2.5e-06 0 0 0 0
10 "pSTAT5_au" 0.968545216251638 NA "dr10_100" "dr10" 2.5e-06 0 0 0 0
10 "pSTAT5_au" 0.824377457404979 NA "dr10_10" "dr10" 2.5e-07 0 0 0 0
10 "pSTAT5_au" 0.726081258191349 NA "dr10_10" "dr10" 2.5e-07 0 0 0 0
10 "pSTAT5_au" 1 NA "dr10_10" "dr10" 2.5e-07 0 0 0 0
10 "pSTAT5_au" 0.393184796854522 NA "dr10_1" "dr10" 2.5e-08 0 0 0 0
10 "pSTAT5_au" 0.193971166448231 NA "dr10_1" "dr10" 2.5e-08 0 0 0 0
10 "pSTAT5_au" 0.275229357798165 NA "dr10_1" "dr10" 2.5e-08 0 0 0 0
10 "pSTAT5_au" 0.00933813892529494 NA "dr10_0.1" "dr10" 2.5e-09 0 0 0 0
10 "pSTAT5_au" 0.00417824377457401 NA "dr10_0.1" "dr10" 2.5e-09 0 0 0 0
10 "pSTAT5_au" 0.00959633027522932 NA "dr10_0.1" "dr10" 2.5e-09 0 0 0 0
90 "CIS_au1" 0.792155216901857 NA "dr90_5" "dr90" 1.25e-07 0 0 0 0
90 "CIS_au1" 0.970146968536513 NA "dr90_5" "dr90" 1.25e-07 0 0 0 0
90 "CIS_au1" 0.906889128535596 NA "dr90_5" "dr90" 1.25e-07 0 0 0 0
90 "CIS_au2" 0.713065412877624 NA "dr90_5" "dr90" 1.25e-07 0 0 0 0
90 "CIS_au2" 0.604428232100441 NA "dr90_5" "dr90" 1.25e-07 0 0 0 0
90 "CIS_au2" 0.51995662519526 NA "dr90_5" "dr90" 1.25e-07 0 0 0 0
90 "CIS_au1" 0.729914402132348 NA "dr90_100" "dr90" 2.5e-06 0 0 0 0
90 "CIS_au1" 0.88600039312812 NA "dr90_100" "dr90" 2.5e-06 0 0 0 0
90 "CIS_au1" 1 NA "dr90_100" "dr90" 2.5e-06 0 0 0 0
90 "CIS_au2" 1 NA "dr90_100" "dr90" 2.5e-06 0 0 0 0
90 "CIS_au2" 0.850285129002671 NA "dr90_100" "dr90" 2.5e-06 0 0 0 0
90 "CIS_au2" 0.912521677816678 NA "dr90_100" "dr90" 2.5e-06 0 0 0 0
90 "CIS_au1" 0.970911163944524 NA "dr90_10" "dr90" 2.5e-07 0 0 0 0
90 "CIS_au1" 0.999971485166599 NA "dr90_10" "dr90" 2.5e-07 0 0 0 0
90 "CIS_au1" 0.853607425014137 NA "dr90_10" "dr90" 2.5e-07 0 0 0 0
90 "CIS_au2" 0.94913344364257 NA "dr90_10" "dr90" 2.5e-07 0 0 0 0
90 "CIS_au2" 0.586599643987131 NA "dr90_10" "dr90" 2.5e-07 0 0 0 0
90 "CIS_au2" 0.873716474453433 NA "dr90_10" "dr90" 2.5e-07 0 0 0 0
90 "CIS_au1" 0.513331748783859 NA "dr90_1" "dr90" 2.5e-08 0 0 0 0
90 "CIS_au1" 0.472804766592725 NA "dr90_1" "dr90" 2.5e-08 0 0 0 0
90 "CIS_au1" 0.452635040645272 NA "dr90_1" "dr90" 2.5e-08 0 0 0 0
90 "CIS_au2" 0.557756061655093 NA "dr90_1" "dr90" 2.5e-08 0 0 0 0
90 "CIS_au2" 0.403880993598776 NA "dr90_1" "dr90" 2.5e-08 0 0 0 0
90 "CIS_au2" 0.541981949681498 NA "dr90_1" "dr90" 2.5e-08 0 0 0 0
90 "CIS_au1" 0.0415973789686351 NA "dr90_0.1" "dr90" 2.5e-09 0 0 0 0
90 "CIS_au1" 0.0377631819254583 NA "dr90_0.1" "dr90" 2.5e-09 0 0 0 0
90 "CIS_au1" 0.0389707496079077 NA "dr90_0.1" "dr90" 2.5e-09 0 0 0 0
90 "CIS_au2" 0.0362795383822883 NA "dr90_0.1" "dr90" 2.5e-09 0 0 0 0
90 "CIS_au2" 0.0451950015491063 NA "dr90_0.1" "dr90" 2.5e-09 0 0 0 0
90 "CIS_au2" 0.0410185455874291 NA "dr90_0.1" "dr90" 2.5e-09 0 0 0 0
